dataset,method,params,case,seed,status,l_bar,mean_accept_length,output_tokens,draft_rounds,draft_acceptance_rate,finish_reason,reached_final_channel,wall_time_seconds
aime24_qwen3,cactus,alpha0.08,case_005,0,ok,2.4444444444444446,3.4444444444444446,32768,9513.0,0.4074074074074074,length,False,139.6469932347536
aime24_qwen3,cactus,alpha0.08,case_006,0,ok,2.5231338679827267,3.5231338679827267,17132,4863.0,0.4205223113304545,stop,False,68.38528107013553
aime24_qwen3,cactus,alpha0.08,case_007,0,ok,1.7834493426140758,2.783449342614076,21595,7758.0,0.29724155710234595,stop,False,110.57106700120494
aime24_qwen3,cactus,alpha0.08,case_008,0,ok,1.8667048054919908,2.866704805491991,20045,6992.0,0.3111174675819985,stop,False,98.98221583524719
aime24_qwen3,cactus,alpha0.08,case_009,0,ok,1.6542707728065078,2.654270772806508,13705,5163.0,0.2757117954677513,stop,False,72.12347200885415
aime24_qwen3,cactus,alpha0.08,case_010,0,ok,1.7067082683307333,2.7067082683307335,6941,2564.0,0.2844513780551222,stop,False,34.994671958032995
aime24_qwen3,cactus,alpha0.08,case_011,0,ok,2.423227752639517,3.423227752639517,22697,6630.0,0.40387129210658623,stop,False,94.81212488608435
aime24_qwen3,cactus,alpha0.08,case_012,0,ok,1.8813725490196078,2.881372549019608,8818,3060.0,0.31356209150326797,stop,False,42.00527001498267
aime24_qwen3,cactus,alpha0.18,case_001,0,ok,2.1027592768791625,3.1027592768791625,9784,3153.0,0.35045987947986046,stop,False,43.468051102012396
aime24_qwen3,cactus,alpha0.18,case_002,0,ok,2.6451188911458954,3.6451188911458954,30507,8369.0,0.44085314852431595,stop,False,121.95911206211895
aime24_qwen3,cactus,alpha0.18,case_003,0,ok,3.5927119831814998,4.5927119831815,32768,7135.0,0.59878533053025,length,False,105.14547505090013
aime24_qwen3,cactus,alpha0.35,case_001,0,ok,2.3111806098514465,3.3111806098514465,4236,1279.0,0.3851967683085744,stop,False,17.316294860094786
aime24_qwen3,cactus,alpha0.35,case_002,0,ok,4.1651954602774275,5.1651954602774275,32768,6344.0,0.6941992433795713,length,False,93.2698832610622
aime24_qwen3,cactus,alpha0.35,case_003,0,ok,4.408085808580858,5.408085808580858,32768,6060.0,0.7346809680968097,length,False,89.32410757988691
aime24_qwen3,cactus,alpha0.35,case_004,0,ok,4.37174233732175,5.37174233732175,32768,6101.0,0.7286237228869584,length,False,89.14345546811819
aime24_qwen3,cactus,alpha0.35,case_005,0,ok,3.504811657959857,4.504811657959857,32768,7274.0,0.5841352763266429,length,False,106.630939764902
aime24_qwen3,cactus,alpha0.35,case_006,0,ok,3.6183288409703502,4.61832884097035,17132,3710.0,0.6030548068283917,stop,False,52.02016086457297
aime24_qwen3,cactus,alpha0.35,case_007,0,ok,3.850947306098283,4.850947306098282,32768,6756.0,0.6418245510163805,length,False,98.78263088595122
aime24_qwen3,cactus,alpha0.35,case_008,0,ok,2.3855721393034828,3.3855721393034828,13611,4020.0,0.3975953565505804,stop,False,55.88773546600714
aime24_qwen3,cactus,alpha0.35,case_009,0,ok,2.7337264150943397,3.7337264150943397,15832,4240.0,0.4556210691823899,stop,False,59.290519918780774
aime24_qwen3,cactus,alpha0.35,case_010,0,ok,2.634032634032634,3.634032634032634,7796,2145.0,0.439005439005439,stop,False,29.369970525149256
aime24_qwen3,cactus,alpha0.35,case_011,0,ok,3.775138443602448,4.775138443602448,32768,6862.0,0.629189740600408,length,False,100.7193624349311
aime24_qwen3,cactus,alpha0.35,case_012,0,ok,4.273209975864843,5.273209975864843,32768,6215.0,0.7122016626441405,length,False,91.41824291041121
aime24_qwen3,mentored_dec,alpha0.15,case_001,0,ok,1.5420014609203798,2.54200146092038,6961,2738.0,0.25700024348672995,stop,False,37.41547333775088
aime24_qwen3,mentored_dec,alpha0.15,case_002,0,ok,0.9004289495299809,1.9004289495299809,20824,10957.0,0.15007149158833014,stop,False,156.55711652804166
aime24_qwen3,mentored_dec,alpha0.15,case_003,0,ok,0.7283599456978473,1.7283599456978473,26737,15469.0,0.12139332428297456,stop,False,225.8350643790327
aime24_qwen3,mentored_dec,alpha0.15,case_004,0,ok,0.8674911660777385,1.8674911660777385,32768,17546.0,0.14458186101295642,length,False,261.76998749375343
aime24_qwen3,mentored_dec,alpha0.15,case_005,0,ok,0.9198218262806236,1.9198218262806237,14655,7633.0,0.15330363771343727,stop,False,107.00657102931291
aime24_qwen3,mentored_dec,alpha0.15,case_006,0,ok,1.1021935045060365,2.1021935045060367,12364,5881.0,0.18369891741767272,stop,False,81.7903020256199
aime24_qwen3,mentored_dec,alpha0.15,case_007,0,ok,1.0796106379280375,2.0796106379280372,11965,5753.0,0.17993510632133958,stop,False,80.03097614180297
aime24_qwen3,mentored_dec,alpha0.15,case_008,0,ok,1.3814814814814815,2.3814814814814813,11572,4860.0,0.2302469135802469,stop,False,67.34798914426938
aime24_qwen3,mentored_dec,alpha0.15,case_009,0,ok,1.3673469387755102,2.36734693877551,10209,4312.0,0.22789115646258504,stop,False,59.579811685252935
aime24_qwen3,mentored_dec,alpha0.15,case_010,0,ok,1.2476697736351532,2.2476697736351534,8441,3755.0,0.2079449622725255,stop,False,51.617313236929476
aime24_qwen3,mentored_dec,alpha0.15,case_011,0,ok,1.1179775280898876,2.1179775280898876,20736,9790.0,0.18632958801498128,stop,False,140.72691319603473
aime24_qwen3,mentored_dec,alpha0.15,case_012,0,ok,1.1747899159663866,2.174789915966387,10353,4760.0,0.1957983193277311,stop,False,65.74264623783529
aime24_qwen3,mentored_dec,alpha0.35,case_001,0,ok,1.5717085919634106,2.571708591963411,7873,3061.0,0.26195143199390175,stop,False,41.97355144331232
aime24_qwen3,mentored_dec,alpha0.35,case_002,0,ok,1.0201462087725264,2.0201462087725264,23766,11764.0,0.1700243681287544,stop,False,170.00673655420542
aime24_qwen3,mentored_dec,alpha0.35,case_003,0,ok,0.6262537935291395,1.6262537935291395,31617,19441.0,0.10437563225485658,stop,False,289.47388295596465
aime24_qwen3,mentored_dec,alpha0.55,case_001,0,ok,1.700462768195204,2.7004627681952043,6420,2377.0,0.28341046136586734,stop,False,32.49172154208645
aime24_qwen3,mentored_dec,alpha0.55,case_002,0,ok,1.0208169677926158,2.0208169677926158,20581,10184.0,0.17013616129876932,stop,False,145.37954508000985
aime24_qwen3,mentored_dec,alpha0.55,case_003,0,ok,0.6514792601179376,1.6514792601179376,32768,19841.0,0.10857987668632293,length,False,296.16285728663206
aime24_qwen3,mentored_dec,alpha0.75,case_001,0,ok,1.7105549510337323,2.7105549510337323,7474,2757.0,0.2850924918389554,stop,False,37.75671961763874
aime24_qwen3,mentored_dec,alpha0.75,case_002,0,ok,1.1218609865470852,2.121860986547085,18928,8920.0,0.18697683109118088,stop,False,126.77836013399065
aime24_qwen3,mentored_dec,alpha0.75,case_003,0,ok,0.762614308768155,1.762614308768155,32768,18590.0,0.1271023847946925,length,False,278.0638224929571
aime24_qwen3,mentored_dec,alpha0.75,case_004,0,ok,1.0318100080610157,2.031810008061016,32768,16127.0,0.17196833467683595,length,False,241.2620281400159
aime24_qwen3,mentored_dec,alpha0.75,case_005,0,ok,1.1365684938685672,2.136568493868567,20386,9541.0,0.18942808231142788,stop,False,136.43760084733367
aime24_qwen3,mentored_dec,alpha0.75,case_006,0,ok,1.23796083965426,2.23796083965426,12688,5669.0,0.20632680660904335,stop,False,79.02764768572524
aime24_qwen3,mentored_dec,alpha0.75,case_007,0,ok,1.1539509536784742,2.153950953678474,14230,6606.0,0.19232515894641236,stop,False,92.60948099195957
aime24_qwen3,mentored_dec,alpha0.75,case_008,0,ok,1.4007569386038687,2.4007569386038687,5710,2378.0,0.23345948976731146,stop,False,32.375971786212176
aime24_qwen3,mentored_dec,alpha0.75,case_009,0,ok,1.4849988188046304,2.4849988188046304,10520,4233.0,0.24749980313410505,stop,False,58.601989132817835
aime24_qwen3,mentored_dec,alpha0.75,case_010,0,ok,1.3884923210036773,2.3884923210036773,11043,4623.0,0.23141538683394622,stop,False,64.12054260540754
aime24_qwen3,mentored_dec,alpha0.75,case_011,0,ok,1.0340803277670867,2.0340803277670867,32768,16109.0,0.17234672129451445,length,False,240.27987826429307
aime24_qwen3,mentored_dec,alpha0.75,case_012,0,ok,1.2712249848392965,2.2712249848392965,14982,6596.0,0.21187083080654942,stop,False,92.84931446006522
aime24_qwen3,r_fuzzy,alpha0.03,case_001,0,ok,1.5345733926405176,2.5345733926405174,6269,2473.0,0.2557622321067529,stop,False,33.69705160520971
aime24_qwen3,r_fuzzy,alpha0.03,case_002,0,ok,0.9888922610015175,1.9888922610015176,32768,16475.0,0.16481537683358624,length,False,245.10588694782928
aime24_qwen3,r_fuzzy,alpha0.03,case_003,0,ok,0.6508136430046854,1.6508136430046854,32768,19849.0,0.1084689405007809,length,False,295.3366413610056
aime24_qwen3,r_fuzzy,alpha0.03,case_004,0,ok,0.8247982967279247,1.8247982967279248,32570,17848.0,0.13746638278798745,stop,False,267.2253354983404
aime24_qwen3,r_fuzzy,alpha0.03,case_005,0,ok,0.9311287704007519,1.9311287704007518,22601,11703.0,0.15518812840012533,stop,False,168.50273282499984
aime24_qwen3,r_fuzzy,alpha0.03,case_006,0,ok,0.9825668770664262,1.9825668770664262,26385,13308.0,0.1637611461777377,stop,False,194.95683287503198
aime24_qwen3,r_fuzzy,alpha0.03,case_007,0,ok,0.9138361159086548,1.9138361159086548,19947,10422.0,0.15230601931810914,stop,False,149.1336514209397
aime24_qwen3,r_fuzzy,alpha0.03,case_008,0,ok,1.0911520983694198,2.09115209836942,7824,3741.0,0.18185868306157,stop,False,51.27492621401325
aime24_qwen3,r_fuzzy,alpha0.03,case_009,0,ok,1.1639107400866913,2.163910740086691,13480,6229.0,0.19398512334778187,stop,False,87.18960263300687
aime24_qwen3,r_fuzzy,alpha0.03,case_010,0,ok,1.2049512987012987,2.2049512987012987,10867,4928.0,0.20082521645021645,stop,False,68.31142728589475
aime24_qwen3,r_fuzzy,alpha0.03,case_011,0,ok,1.0256284367635506,2.025628436763551,20630,10184.0,0.17093807279392512,stop,False,145.79844293184578
aime24_qwen3,r_fuzzy,alpha0.03,case_012,0,ok,1.0180416598327047,2.0180416598327047,12305,6097.0,0.16967360997211745,stop,False,84.83506513014436
aime24_qwen3,r_fuzzy,alpha0.08,case_001,0,ok,1.4670468948035489,2.467046894803549,7787,3156.0,0.24450781580059147,stop,False,43.25327325519174
aime24_qwen3,r_fuzzy,alpha0.08,case_002,0,ok,0.9592800765367137,1.9592800765367135,32768,16724.0,0.15988001275611896,length,False,248.51282348996028
aime24_qwen3,r_fuzzy,alpha0.08,case_003,0,ok,0.6570922882427307,1.6570922882427306,32768,19775.0,0.10951538137378845,length,False,294.46467879321426
aime24_qwen3,r_fuzzy,alpha0.15,case_001,0,ok,1.6559532505478451,2.655953250547845,7273,2738.0,0.27599220842464084,stop,False,37.465548779815435
aime24_qwen3,r_fuzzy,alpha0.15,case_002,0,ok,1.0648434053815616,2.064843405381562,32768,15869.0,0.1774739008969269,length,False,236.66651926236227
aime24_qwen3,r_fuzzy,alpha0.15,case_003,0,ok,0.6606862297906847,1.6606862297906848,32768,19731.0,0.11011437163178078,length,False,294.6260346560739
aime24_qwen3,r_fuzzy,alpha0.25,case_001,0,ok,1.7173758022343713,2.717375802234371,11433,4207.0,0.2862293003723952,stop,False,58.452270206063986
aime24_qwen3,r_fuzzy,alpha0.25,case_002,0,ok,1.0284140151046182,2.028414015104618,32768,16154.0,0.17140233585076967,length,False,241.89229106809944
aime24_qwen3,r_fuzzy,alpha0.25,case_003,0,ok,0.7367891026660306,1.7367891026660307,32768,18867.0,0.12279818377767178,length,False,281.9866587538272
aime24_qwen3,r_fuzzy,alpha0.25,case_004,0,ok,0.9645662209964626,1.9645662209964625,32768,16679.0,0.16076103683274376,length,False,249.94225599290803
aime24_qwen3,r_fuzzy,alpha0.25,case_005,0,ok,1.1273777835486594,2.1273777835486594,32768,15403.0,0.18789629725810988,length,False,230.0347418487072
aime24_qwen3,r_fuzzy,alpha0.25,case_006,0,ok,1.2128184059161873,2.2128184059161873,18852,8519.0,0.20213640098603122,stop,False,121.50293814996257
aime24_qwen3,r_fuzzy,alpha0.25,case_007,0,ok,1.1108660785886126,2.1108660785886126,31588,14964.0,0.18514434643143546,stop,False,222.79945457912982
aime24_qwen3,r_fuzzy,alpha0.25,case_008,0,ok,1.1249302455357142,2.1249302455357144,30464,14336.0,0.18748837425595238,stop,False,212.56411914434284
aime24_qwen3,r_fuzzy,alpha0.25,case_009,0,ok,1.10338997379322,2.1033899737932202,24882,11829.0,0.18389832896553668,stop,False,172.79359626909718
aime24_qwen3,r_fuzzy,alpha0.25,case_010,0,ok,1.5910224438902743,2.5910224438902745,9352,3609.0,0.2651704073150457,stop,False,49.840094964019954
aime24_qwen3,r_fuzzy,alpha0.25,case_011,0,ok,1.07990606752983,2.07990606752983,32768,15756.0,0.17998434458830498,length,False,235.46229091798887
aime24_qwen3,r_fuzzy,alpha0.25,case_012,0,ok,1.255170561375235,2.255170561375235,16793,7446.0,0.20919509356253918,stop,False,105.38833917677402
aime24_qwen3,spec_casc_opt,alpha0.05,case_001,0,ok,1.9110980276714749,2.911098027671475,9890,3397.0,0.3185163379452458,stop,False,47.0098116658628
aime24_qwen3,spec_casc_opt,alpha0.05,case_002,0,ok,1.0595851665619107,2.0595851665619107,32768,15910.0,0.17659752776031845,length,False,237.0267304647714
aime24_qwen3,spec_casc_opt,alpha0.05,case_003,0,ok,2.601164963182767,3.601164963182767,32768,9099.0,0.4335274938637946,length,False,131.57553174486384
aime24_qwen3,spec_casc_opt,alpha0.05,case_004,0,ok,1.6644982924052691,2.664498292405269,32768,12298.0,0.2774163820675449,length,False,184.5723576201126
aime24_qwen3,spec_casc_opt,alpha0.05,case_005,0,ok,1.5494559841740851,2.5494559841740854,15466,6066.0,0.2582426640290142,stop,False,85.2124980869703
aime24_qwen3,spec_casc_opt,alpha0.05,case_006,0,ok,1.5519470404984423,2.551947040498442,32768,12840.0,0.25865784008307374,length,False,191.10911345900968
aime24_qwen3,spec_casc_opt,alpha0.05,case_007,0,ok,1.1745997559049466,2.1745997559049464,30291,13929.0,0.19576662598415775,stop,False,206.81665279902518
aime24_qwen3,spec_casc_opt,alpha0.05,case_008,0,ok,2.0461052240193345,3.0461052240193345,32768,10758.0,0.34101753733655576,length,False,157.74225460132584
aime24_qwen3,spec_casc_opt,alpha0.05,case_009,0,ok,1.705032258064516,2.705032258064516,10483,3875.0,0.28417204301075266,stop,False,53.70823986409232
aime24_qwen3,spec_casc_opt,alpha0.05,case_010,0,ok,2.20048828125,3.20048828125,32768,10240.0,0.366748046875,length,False,151.5894858906977
aime24_qwen3,spec_casc_opt,alpha0.05,case_011,0,ok,2.024084156131771,3.024084156131771,32768,10837.0,0.33734735935529514,length,False,159.232175454963
aime24_qwen3,spec_casc_opt,alpha0.05,case_012,0,ok,1.4324034334763949,2.432403433476395,11336,4660.0,0.23873390557939914,stop,False,64.77954825432971
aime24_qwen3,spec_casc_opt,alphaneg0.02,case_001,0,ok,1.7565182511030886,2.7565182511030883,6873,2493.0,0.29275304185051476,stop,False,34.072470721788704
aime24_qwen3,spec_casc_opt,alphaneg0.02,case_002,0,ok,1.0732679531793736,2.0732679531793736,32768,15805.0,0.17887799219656228,length,False,235.11624452285469
aime24_qwen3,spec_casc_opt,alphaneg0.02,case_003,0,ok,0.7291820580474934,1.7291820580474933,32768,18950.0,0.12153034300791557,length,False,283.1592254550196
aime24_qwen3,spec_casc_opt,alphaneg0.1,case_001,0,ok,1.7943298969072166,2.7943298969072163,5422,1940.0,0.2990549828178694,stop,False,26.404055232182145
aime24_qwen3,spec_casc_opt,alphaneg0.1,case_002,0,ok,1.1631238447319778,2.163123844731978,32768,15148.0,0.19385397412199631,length,False,225.43815062521026
aime24_qwen3,spec_casc_opt,alphaneg0.1,case_003,0,ok,0.6381042843573465,1.6381042843573463,32768,20003.0,0.10635071405955773,length,False,298.4223913671449
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_001,0,ok,1.5476964769647696,2.5476964769647696,9402,3690.0,0.2579494128274616,stop,False,50.905706836842
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_002,0,ok,1.0574532211478087,2.0574532211478087,32768,15926.0,0.17624220352463477,length,False,236.9055922930129
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_003,0,ok,0.7237624283234257,1.7237624283234259,32768,19009.0,0.12062707138723762,length,False,283.15494343684986
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_004,0,ok,0.9909472021386475,1.9909472021386474,32768,16459.0,0.16515786702310792,length,False,245.8929022946395
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_005,0,ok,1.0040940683614206,2.004094068361421,21050,10503.0,0.16734901139357009,stop,False,150.65590750798583
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_006,0,ok,1.1948986265533028,2.194898626553303,13425,6116.0,0.19914977109221713,stop,False,85.32658077310771
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_007,0,ok,1.02950550015421,2.02950550015421,19742,9727.0,0.17158425002570166,stop,False,138.84162324108183
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_008,0,ok,1.272858431018936,2.272858431018936,12604,5545.0,0.21214307183648934,stop,False,77.34970493102446
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_009,0,ok,1.4085499149866407,2.408549914986641,9917,4117.0,0.23475831916444012,stop,False,56.920020774006844
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_010,0,ok,1.231785257775884,2.231785257775884,10477,4694.0,0.20529754296264735,stop,False,64.94864296307787
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_011,0,ok,1.0420841683366733,2.0420841683366735,24457,11976.0,0.1736806947227789,stop,False,174.06861681118608
aime24_qwen3,spec_casc_opt,alphaneg0.3,case_012,0,ok,1.1214998390730608,2.121499839073061,13184,6214.0,0.18691663984551013,stop,False,86.72812307998538
aime24_qwen3,spec_casc_tok,alpha0.15,case_001,0,ok,1.5625698324022346,2.5625698324022346,4588,1790.0,0.26042830540037243,stop,False,24.29372013080865
aime24_qwen3,spec_casc_tok,alpha0.15,case_002,0,ok,0.9483720093542004,1.9483720093542005,21663,11118.0,0.1580620015590334,stop,False,159.94339124998078
aime24_qwen3,spec_casc_tok,alpha0.15,case_003,0,ok,0.645818733940668,1.645818733940668,28184,17124.0,0.10763645565677801,stop,False,251.38785449927673
aime24_qwen3,spec_casc_tok,alpha0.15,case_004,0,ok,0.8640914779838434,1.8640914779838433,32768,17578.0,0.14401524633064058,length,False,262.77700810087845
aime24_qwen3,spec_casc_tok,alpha0.15,case_005,0,ok,1.0355053459753882,2.0355053459753885,20181,9914.0,0.1725842243292314,stop,False,141.58936608815566
aime24_qwen3,spec_casc_tok,alpha0.15,case_006,0,ok,1.0731953951462352,2.073195395146235,26654,12856.0,0.1788658991910392,stop,False,188.13683585217223
aime24_qwen3,spec_casc_tok,alpha0.15,case_007,0,ok,1.0776797829036635,2.0776797829036635,12251,5896.0,0.17961329715061058,stop,False,82.0750851961784
aime24_qwen3,spec_casc_tok,alpha0.15,case_008,0,ok,1.1388474913065076,2.1388474913065076,8612,4026.0,0.18980791521775128,stop,False,55.288259740918875
aime24_qwen3,spec_casc_tok,alpha0.15,case_009,0,ok,1.3247435576682511,2.324743557668251,9293,3997.0,0.22079059294470854,stop,False,55.08955009980127
aime24_qwen3,spec_casc_tok,alpha0.15,case_010,0,ok,1.2145759268664296,2.21457592686643,8722,3938.0,0.20242932114440496,stop,False,54.21757731307298
aime24_qwen3,spec_casc_tok,alpha0.15,case_011,0,ok,0.9986515122327104,1.9986515122327104,20751,10382.0,0.16644191870545175,stop,False,148.8511122101918
aime24_qwen3,spec_casc_tok,alpha0.15,case_012,0,ok,0.9954648526077098,1.99546485260771,14081,7056.0,0.1659108087679516,stop,False,98.95880619017407
aime24_qwen3,spec_casc_tok,alpha0.35,case_001,0,ok,1.4963273871983211,2.4963273871983214,7138,2859.0,0.24938789786638685,stop,False,39.15858674701303
aime24_qwen3,spec_casc_tok,alpha0.35,case_002,0,ok,0.9542608384519053,1.9542608384519053,32768,16769.0,0.15904347307531755,length,False,248.91049075266346
aime24_qwen3,spec_casc_tok,alpha0.35,case_003,0,ok,0.6474612891609651,1.6474612891609652,32026,19439.0,0.10791021486016085,stop,False,289.12635430693626
aime24_qwen3,spec_casc_tok,alpha0.55,case_001,0,ok,1.4729043183742592,2.472904318374259,5842,2362.0,0.24548405306237653,stop,False,32.14704295992851
aime24_qwen3,spec_casc_tok,alpha0.55,case_002,0,ok,0.9925097012904972,1.9925097012904973,22080,11081.0,0.1654182835484162,stop,False,159.04771624412388
aime24_qwen3,spec_casc_tok,alpha0.55,case_003,0,ok,0.66890756302521,1.66890756302521,32768,19635.0,0.11148459383753502,length,False,292.87965516978875
aime24_qwen3,spec_casc_tok,alpha0.8,case_001,0,ok,1.5840592334494774,2.5840592334494774,5934,2296.0,0.26400987224157957,stop,False,31.294307912234217
aime24_qwen3,spec_casc_tok,alpha0.8,case_002,0,ok,1.1569302532207908,2.156930253220791,19422,9004.0,0.19282170887013178,stop,False,128.51853143284097
aime24_qwen3,spec_casc_tok,alpha0.8,case_003,0,ok,0.6856319769535469,1.6856319769535468,32768,19439.0,0.1142719961589245,length,False,290.1112223388627
aime24_qwen3,spec_casc_tok,alpha0.8,case_004,0,ok,0.9165350646312218,1.9165350646312218,32768,17097.0,0.15275584410520365,length,False,255.40067378384992
aime24_qwen3,spec_casc_tok,alpha0.8,case_005,0,ok,0.9914257369614512,1.9914257369614512,28104,14112.0,0.16523762282690854,stop,False,207.09540089499205
aime24_qwen3,spec_casc_tok,alpha0.8,case_006,0,ok,1.0964441033512407,2.0964441033512404,24586,11727.0,0.18274068389187345,stop,False,170.63814613502473
aime24_qwen3,spec_casc_tok,alpha0.8,case_007,0,ok,0.9723124391036051,1.972312439103605,24292,12316.0,0.16205207318393416,stop,False,178.69172633811831
aime24_qwen3,spec_casc_tok,alpha0.8,case_008,0,ok,1.3478866697631213,2.3478866697631213,5056,2153.0,0.22464777829385355,stop,False,29.22604191908613
aime24_qwen3,spec_casc_tok,alpha0.8,case_009,0,ok,1.276560178306092,2.276560178306092,12258,5384.0,0.21276002971768201,stop,False,74.98619147203863
aime24_qwen3,spec_casc_tok,alpha0.8,case_010,0,ok,1.3216245883644346,2.3216245883644344,8461,3644.0,0.22027076472740578,stop,False,50.056576415896416
aime24_qwen3,spec_casc_tok,alpha0.8,case_011,0,ok,1.071360153256705,2.071360153256705,17301,8352.0,0.17856002554278416,stop,False,118.44360591005534
aime24_qwen3,spec_casc_tok,alpha0.8,case_012,0,ok,1.2074617546050577,2.207461754605058,14142,6406.0,0.20124362576750962,stop,False,89.84219877701253
aime24_qwen3,strict,strict,case_001,0,ok,1.3881278538812785,2.3881278538812785,8369,3504.0,0.2313546423135464,stop,False,48.10277475789189
aime24_qwen3,strict,strict,case_002,0,ok,0.9602354063941466,1.9602354063941467,24649,12574.0,0.16003923439902445,stop,False,182.19278055476025
aime24_qwen3,strict,strict,case_003,0,ok,0.7014253135689852,1.7014253135689852,29844,17540.0,0.1169042189281642,stop,False,259.3000141857192
aime24_qwen3,strict,strict,case_004,0,ok,0.8337344003581622,1.8337344003581622,32768,17869.0,0.13895573339302703,length,False,266.94997209403664
aime24_qwen3,strict,strict,case_005,0,ok,0.942566709021601,1.942566709021601,15289,7870.0,0.15709445150360016,stop,False,110.65246857935563
aime24_qwen3,strict,strict,case_006,0,ok,1.115004659832246,2.115004659832246,11348,5365.0,0.185834109972041,stop,False,74.45413552084938
aime24_qwen3,strict,strict,case_007,0,ok,0.8924814207122864,1.8924814207122864,19609,10361.0,0.14874690345204775,stop,False,147.98354263417423
aime24_qwen3,strict,strict,case_008,0,ok,0.9896341463414634,1.9896341463414635,9790,4920.0,0.1649390243902439,stop,False,68.01063366699964
aime24_qwen3,strict,strict,case_009,0,ok,1.1630160883892227,2.163016088389223,11160,5159.0,0.1938360147315371,stop,False,71.5113113289699
aime24_qwen3,strict,strict,case_010,0,ok,1.1114815586580538,2.1114815586580535,10134,4799.0,0.18524692644300897,stop,False,66.36940395412967
aime24_qwen3,strict,strict,case_011,0,ok,0.9475780089153046,1.9475780089153045,32768,16825.0,0.15792966815255077,length,False,250.51212534168735
aime24_qwen3,strict,strict,case_012,0,ok,1.1145236855804268,2.114523685580427,8125,3842.0,0.1857539475967378,stop,False,52.66497909883037
